restaurant_type,location,season,food_cost,labor_cost,rent_cost,marketing_spend,utilities_cost,maintenance_cost,technology_spend,delivery_spend,num_employees,seating_capacity,avg_ticket_size,daily_covers,online_orders_pct,customer_rating,years_in_business,wastage_pct,revenue,total_cost,profit,profit_tier
Casual Dining,Residential,Winter,72856.07436307902,58941.970111548646,22274.37573055089,7308.848671886627,6045.2754690901165,203.46020560597566,1510.7841219948798,13238.872318718179,14.0,74.0,14.386991369321064,329.0,34.31170691638526,2.7465838528494526,23.0,8.879116539726224,197622.0468167159,182379.66099247435,15242.385824241559,Low Profit
Casual Dining,Residential,Winter,34382.627442394856,16483.960011313517,26144.079337309224,12339.59522233048,4880.927465692726,6897.456169237862,4432.521584517469,2610.3812138533667,46.0,257.0,115.8215136257812,730.0,18.144722573772604,3.1904609154257146,19.0,5.859461964043244,2342194.788177272,108171.54844664951,2234023.239730622,High Profit
Fast Food,Suburb,Winter,47239.8947455009,57348.321495507924,10613.054431498176,6403.587334795883,8998.801618158092,3794.7109372763152,496.03152712813056,8888.69980243405,58.0,118.0,22.24073868274942,229.0,18.874719951356884,3.5969353231304373,3.0,5.917027865939938,184782.3050554049,143783.10189229946,40999.20316310544,Low Profit
Fine Dining,Suburb,Summer,57953.94514665356,40035.96119051447,5554.538993795435,15047.552949006787,8143.291135078495,4344.99209228682,3538.7482225633903,14862.946339090964,16.0,89.0,39.92460952968055,584.0,3.115857196500158,4.039016622592692,22.0,11.102048819954096,1252559.3950007628,149481.97606898993,1103077.418931773,High Profit
Casual Dining,Residential,Winter,76470.2524438795,5856.238025340852,12163.690741717193,6490.597272762108,5409.494619677459,5646.517418532931,3441.7587872695995,5241.822496240256,30.0,168.0,35.30086489416813,607.0,29.405198517867575,3.934225998165119,15.0,5.544338189143935,641102.4541770259,120720.3718054199,520382.082371606,High Profit
Casual Dining,Airport,Spring,73469.91779730738,22136.450369267517,3808.901393941782,17648.508810720254,3069.662618753466,7512.152099664045,4863.58388106587,6050.532917243574,49.0,36.0,41.16133441623414,95.0,43.12309990175535,3.561174290688621,24.0,10.92385006600543,390230.09405467927,138559.7098879639,251670.38416671538,High Profit
Casual Dining,Residential,Summer,9289.422753603494,30140.782099034823,4659.4873893046515,3297.9358408071753,1899.1543375864333,1434.0380296399676,4864.1570866920265,8056.500556627348,62.0,249.0,56.01340514844798,155.0,52.85888340651048,2.8603932616659566,8.0,3.5696966986951337,365672.5825530335,63641.478093295926,302031.10445973754,High Profit
Food Truck,Highway,Summer,23612.43824069606,50486.29481267575,7950.23165274374,11650.20001839485,5750.704231268932,755.2365913549395,2454.4132701753038,668.0921570262965,24.0,206.0,35.465831735847814,579.0,59.33191493780688,3.645405764853164,16.0,18.569209510453433,532625.844893053,103327.61097433587,429298.2339187172,High Profit
Casual Dining,Mall,Winter,8685.840796638282,21729.36855669504,8019.442084627966,10653.17217736148,3312.2851882705227,1150.8894942119496,3326.179912080589,3387.567281395698,69.0,93.0,48.31177972757916,46.0,3.2379760020226778,4.946761879101438,17.0,16.621398057504706,168282.0561585503,60264.74549128154,108017.31066726876,Medium Profit
Casual Dining,Downtown,Summer,51240.68157417885,20702.963791099148,11422.160227466027,5642.490750688392,3010.0499684538777,5977.648691050769,863.3671405776458,4843.340465266254,51.0,127.0,35.67379561455956,331.0,44.34157257832233,3.4490223363731145,12.0,2.675104240651115,651366.05345585,103702.70260878096,547663.350847069,High Profit
Fast Food,Suburb,Spring,58286.99873544792,55455.00576463385,37622.310823179294,1046.0411289490876,1504.9692264268324,1208.3670545836137,1207.7781710928864,138.94052274113167,53.0,214.0,117.29283364509261,506.0,34.44404794528003,4.763546688584238,6.0,16.434567199215305,1727574.9709470586,156470.41142705458,1571104.559520004,High Profit
Food Truck,Residential,Summer,28121.25592673836,7504.957687866889,23881.160869227304,3396.406884740271,827.4908389707289,4107.6518651478345,2836.3497524777827,4735.936976945843,58.0,48.0,38.14345887937032,319.0,17.886732671636917,3.6583315827722442,3.0,15.618948280794813,295878.7683832029,75411.210802115,220467.5575810879,High Profit
Casual Dining,Suburb,Summer,69038.8931099911,34436.70923875474,18055.19683772508,19375.04774768335,7941.861314407589,5710.660507899808,1264.2003859426381,8179.550940337652,41.0,106.0,39.839205153108175,641.0,37.153745380635215,2.5590814888760356,25.0,2.311677143143788,1153233.6252274055,164002.12008274195,989231.5051446635,High Profit
Fine Dining,Downtown,Spring,38960.95628086233,31741.638381341887,23424.387406002283,18855.43828896773,1525.8581338422662,5759.5422214198725,1162.6793200153252,289.26571411633296,23.0,157.0,47.592092396464984,610.0,2.8824290011448173,4.511620134568672,15.0,10.392316523855946,1660087.0000673328,121719.76574656801,1538367.2343207647,High Profit
Casual Dining,Airport,Spring,79878.61363227594,6268.081332683092,2217.039020851574,2826.364103432554,8941.789933302398,3369.5506297082798,211.92232013463092,7977.477345141541,33.0,162.0,77.38321646366234,52.0,55.50226419861937,3.621120851198963,17.0,3.9071233071469496,304044.75648048555,111690.83831753001,192353.91816295555,High Profit
Cafe,Airport,Summer,5029.976944199369,8002.275569600705,36000.38256914464,7809.773877952073,2530.936672146156,5649.192600555226,459.38178655697845,11996.532849585254,38.0,182.0,116.56354645908742,179.0,22.739397200768384,4.815013435971747,8.0,2.0564468121593684,1007463.5116856201,77478.4528697404,929985.0588158796,High Profit
Fast Food,Suburb,Autumn,13211.728131391748,24772.143679746263,22227.899360049916,9569.969073046466,7716.919077783065,7610.086717777019,3586.004648670219,2190.799749957429,67.0,28.0,72.64341687051414,46.0,29.35611562780895,4.203745187356417,12.0,13.765900100195314,159009.3926161159,90885.55043842213,68123.84217769376,Medium Profit
Food Truck,Suburb,Summer,27634.49322015053,10647.189502652516,19162.725271098254,9822.402650393715,8318.495061997639,418.2349217375013,170.222275095878,14421.02089873469,62.0,288.0,118.20606680662641,354.0,12.102144048523108,4.838270459169732,26.0,9.757849267905865,1153586.659809125,90594.78380186073,1062991.8760072642,High Profit
Buffet,Mall,Spring,6913.069846528487,30250.098553527783,37780.87369646399,6326.986499078072,8029.281259941609,5436.765090603593,4489.329296735448,6224.84675041363,42.0,248.0,44.80913724642046,718.0,41.145469885466255,4.639094313126318,26.0,11.89173707388263,1279608.0439539242,105451.25099329262,1174156.7929606317,High Profit
Cafe,Downtown,Spring,63675.45933036881,37706.66646820922,29755.507210381125,18302.580237066337,8792.130290634504,4276.421147376585,485.43836399570074,6574.886643532553,28.0,125.0,110.84203795194531,181.0,51.9555952384476,2.8716973109079746,14.0,3.734599837123134,870254.0006694081,169569.08969156482,700684.9109778433,High Profit
Fast Food,Highway,Spring,8957.884090346543,42409.611016669674,14821.991921607012,18215.566709425853,3727.3481418249166,1858.1904747427764,867.2147344709783,7721.940907389446,44.0,287.0,49.74545847396953,627.0,21.71400703992026,4.535052351877592,7.0,9.028021397515403,859158.187270384,98579.7479964772,760578.4392739069,High Profit
Fast Food,Suburb,Autumn,61173.472497037044,34148.79375748358,37573.98429536391,869.1042004467213,9865.940524683201,2600.15512635203,1767.6827670935882,5897.505674916162,19.0,264.0,77.30013427720269,731.0,35.51763538866836,4.16452979956514,20.0,3.43241467770039,1570426.218954733,153896.63884337625,1416529.580111357,High Profit
Fine Dining,Residential,Spring,8942.634409216205,24640.620905918808,34375.9097497549,13175.0268225898,3156.149655796326,6729.774409310763,3660.6140812990225,9785.661296928169,30.0,42.0,10.956326691001616,93.0,48.051868769380306,3.095120787036911,24.0,10.56157063577359,171204.35306477032,104466.39133081399,66737.96173395633,Medium Profit
Buffet,Highway,Winter,23954.54484897842,10396.241716464227,38272.28171376752,1950.0669651027447,9375.831854030355,4777.8050611972385,3533.50639067415,2668.802475979939,30.0,244.0,5.474799097097362,529.0,45.25664417690606,4.494283947087212,25.0,8.71351811159098,121198.86697711785,94929.08102619462,26269.785950923237,Low Profit
Casual Dining,Airport,Winter,68095.76117438971,17106.668644003417,5656.509621629437,12151.20441155987,4655.680901132689,313.3366984832633,1308.1433972755312,13806.098431929724,73.0,36.0,30.909801667386844,354.0,47.392683201704,3.3473967601505925,18.0,19.69259910469964,515119.90183132887,123093.40328040365,392026.49855092523,High Profit
Casual Dining,Suburb,Autumn,76332.14706782931,26907.03558990365,38300.825796711666,17404.411479835082,1040.8539354674222,7729.818376695144,1702.2647507529246,13024.77138988441,16.0,77.0,9.447277374083235,771.0,43.81282497491987,2.6029558094048126,10.0,1.3680502844585947,373100.0335084491,182442.12838707963,190657.90512136946,High Profit
Cafe,Mall,Spring,36089.47569953842,55674.525553931126,22629.5478771191,13165.853517658787,7956.706458397853,5396.237252331538,4124.035674011535,9671.548465220681,68.0,293.0,53.7289923931538,208.0,34.00253998428868,2.768537595621682,8.0,6.632305895707134,451842.45296256547,154707.93049820908,297134.5224643564,High Profit
Casual Dining,Suburb,Spring,77745.42232344135,14548.233128080517,27544.173024509513,9644.088491403358,7980.402913055138,3652.6135590239105,2534.215827056838,11840.35318450309,77.0,20.0,56.358714822013056,237.0,55.9796562240896,3.249364850007498,29.0,12.618581051400724,598225.8065277644,155489.50245107373,442736.3040766907,High Profit
Fast Food,Suburb,Winter,52016.06928189069,26560.621163161355,10065.078187985979,19178.96671884608,2374.3299974909514,5756.200683460127,2345.191318309662,10627.929742837114,4.0,40.0,114.81166795927724,236.0,35.185448444009545,3.3439364922219887,21.0,12.81488626451857,762506.231350578,128924.38709398199,633581.844256596,High Profit
Fast Food,Highway,Winter,36187.63418246986,44741.60487032108,7335.256621974565,15058.672368842026,8323.368257260177,1795.6384320332322,3204.0358335199144,7115.705457638015,38.0,268.0,24.92680630343275,498.0,46.013697175923106,4.083136705882216,2.0,11.563950597128024,337359.88296586566,123761.91602405888,213597.96694180678,High Profit
Fast Food,Mall,Summer,65210.10079759377,43196.59106410799,5016.724907888052,5361.532768679671,1997.0043280452414,2231.645332700539,2338.5506325826586,2333.837720659852,20.0,286.0,57.06087263159771,480.0,20.388156030989922,3.969442185162936,3.0,17.30769968712138,976795.769322064,127685.98755225776,849109.7817698063,High Profit
Food Truck,Highway,Autumn,27149.639010515086,58038.77788501476,18047.897501499458,8045.2695705143415,1938.600760192715,1386.5848552503737,2226.608505403561,4863.401285409934,40.0,20.0,40.401431848697555,218.0,12.069348170013903,4.711355652578649,28.0,15.184603745457782,218420.14440968714,121696.77937380021,96723.36503588693,Medium Profit
Casual Dining,Downtown,Summer,24934.71960201638,13881.373910741439,10411.279845784904,15317.569013779295,8184.733235372632,3297.169577681042,4013.1577457907297,13267.182818844183,44.0,78.0,11.883819165145837,519.0,23.170712833798753,3.5125930979449116,17.0,18.714585847257986,415539.3122759295,93307.18575001061,322232.1265259189,High Profit
Fast Food,Downtown,Autumn,54241.07576833057,3941.6178611978253,5101.6705305873265,876.6278382630828,3257.081680921643,7256.662220602087,4663.976305939901,9987.930753027935,21.0,151.0,17.279550782093217,463.0,42.16149873311978,3.9469857407336075,2.0,13.869525346929729,295608.0736647882,89326.64295887036,206281.43070591785,High Profit
Fast Food,Residential,Spring,34286.55214760712,21372.425876270558,38292.51544529028,1747.284399691306,1230.339434035087,3231.0050411080656,2791.3972839925227,12979.322913249784,41.0,77.0,105.89790778866194,333.0,40.282175480772196,4.405524883387207,26.0,5.9943592359744295,959386.7593847672,115930.84254124472,843455.9168435225,High Profit
Cafe,Mall,Spring,15193.852020873468,11532.478911514814,29868.871043406423,17258.75197996545,9585.267866275593,2447.0684355149147,1517.754575600221,13167.79951339913,76.0,92.0,50.70797263919134,373.0,10.437527569297831,4.7525583282765,4.0,11.781392944505692,744329.6972865218,100571.84434655002,643757.8529399717,High Profit
Cafe,Mall,Autumn,10022.31764674316,34262.73598585985,21678.471311615078,1337.4467978604364,5791.881481327451,5687.797911023562,4753.5590719228285,7908.988553144784,20.0,53.0,93.04645055414079,121.0,8.763255032177216,3.2013729912902047,1.0,15.475159238800096,356410.64734771143,91443.19875949716,264967.4485882143,High Profit
Casual Dining,Mall,Summer,64088.193218635795,54230.40614926332,30247.20434668537,13731.019903383489,4756.736149607072,6982.923662054212,3539.4920476494535,6547.913037505243,25.0,226.0,56.602879163148764,159.0,16.80057124368505,4.894675641485381,9.0,16.774261775270688,510380.2712772586,184123.88851478396,326256.3827624746,High Profit
Fast Food,Downtown,Winter,55693.30488517584,42228.92947943494,25235.410547308806,6718.666162588778,5289.0454166800755,2105.0108421614286,3306.1863615662237,6439.560280628071,61.0,295.0,109.9952564973577,20.0,0.39731121919760914,4.328184677110384,17.0,2.701559300363841,127230.20063322254,147016.11397554414,-19785.913342321597,Loss
Casual Dining,Airport,Autumn,35884.86684549525,10740.534811957119,8765.238567450797,16604.88849602183,6869.277633259224,6501.789141209215,3072.679675766807,6660.325887940374,8.0,192.0,85.74948345536697,506.0,36.40429688137473,3.9670661167658046,10.0,9.457390111689172,2046561.4651425325,95099.6010591006,1951461.864083432,High Profit
Buffet,Downtown,Autumn,72217.07263782925,9617.131390542785,26070.58487278349,17023.24827784723,8685.826859794583,2577.4779857078465,3727.849390981317,14192.903921540319,2.0,34.0,44.22216140212165,343.0,55.12302779928139,3.750521465631116,24.0,5.404614367987006,758956.5365462429,154112.0953370268,604844.4412092161,High Profit
Casual Dining,Mall,Autumn,35814.25643319497,54952.63935669935,27878.46621681444,19090.112607593706,6889.499438922053,2129.066358973742,3900.4951527691464,2254.5880459485916,61.0,97.0,104.21547363171561,730.0,10.038694596340019,4.520495229651018,9.0,16.7313110270454,2898226.949477495,152909.123610916,2745317.825866579,High Profit
Cafe,Mall,Spring,58272.16035990376,30793.74434386682,11023.891887985734,2363.2162842309126,7525.500733210132,3889.0630366885534,3976.795474022005,2276.880582602237,67.0,147.0,15.002185351329299,778.0,12.085122351439042,3.5047281484445243,2.0,2.327427948368043,429224.5898125203,120121.25270251019,309103.3371100101,High Profit
Fine Dining,Residential,Autumn,73183.64564054697,55649.36054338995,14165.496596601517,8745.516679972317,2211.4542605570014,720.500233672458,4881.428901394912,5808.474902586692,49.0,72.0,13.74513835560191,80.0,39.302763387469966,2.629051702449213,9.0,7.905534300839339,128734.62084093377,165365.87775872182,-36631.25691778805,Loss
Casual Dining,Mall,Spring,68053.65940313326,44964.40978595193,16565.425070855665,11692.192504129225,4148.884162980987,6925.443714852254,2114.888499810834,12028.206531865262,75.0,221.0,68.80730450423044,141.0,26.936595757958823,3.2668930207148477,9.0,3.2677413639953983,480178.6233179185,166493.10967357937,313685.51364433917,High Profit
Fast Food,Downtown,Winter,43332.85822546842,59620.86225621786,24896.77230784903,18363.109152001307,6055.693033604404,7019.857441796684,1288.9170068695876,12783.480426715698,50.0,287.0,89.10037482896112,187.0,43.986907344850565,3.2491775284227185,28.0,13.554455579429115,602534.0474557243,173361.549850523,429172.4976052013,High Profit
Food Truck,Mall,Winter,56047.72943350495,52659.98133167548,6818.703318141967,5697.025835945572,6384.361689894307,5483.538471580572,2031.1043780843981,12382.171041801605,8.0,34.0,74.11022611876416,455.0,14.032585483676673,3.367195133501057,10.0,1.175419206609407,794562.7666715932,147504.61550062886,647058.1511709644,High Profit
Fast Food,Downtown,Summer,36024.93325455268,26610.094958922895,30252.168693188683,1896.7360691788604,3071.584561451082,2562.5059775567165,3857.3125560767976,8730.170350049933,49.0,257.0,81.20627237227401,681.0,8.136597147514665,2.9539464551096413,21.0,16.938848876830896,2099686.8022565725,113005.50642097763,1986681.2958355949,High Profit
Buffet,Downtown,Spring,53539.78792205855,46218.98617044066,15148.922289007834,4434.41010158497,9762.331393048553,1500.3285455599967,2749.429169444805,12865.712011596315,32.0,106.0,34.97147430639899,79.0,57.06064082860067,2.515787371595227,29.0,10.772701011339478,219165.48945827555,146219.9076027417,72945.58185553385,Medium Profit
Fast Food,Downtown,Winter,24316.43287590469,29860.005537236866,28287.35954832731,10163.7773132262,1622.766735531618,5650.6777055193415,4336.9867064493355,2891.7357180598356,52.0,233.0,105.96196117818779,553.0,56.6546293964189,3.85996701144398,5.0,8.83055171300338,1807273.2594297852,107129.74214025518,1700143.51728953,High Profit
Fast Food,Mall,Winter,37605.658532716494,16285.120706649532,37449.720948574315,13780.494544436413,1566.6443074866704,1004.091746361595,1257.0950360984814,8979.737375626586,61.0,174.0,116.75078956068513,655.0,50.448828416174464,4.490629301891932,17.0,8.04200662904702,2153660.3290468566,117928.56319795009,2035731.7658489065,High Profit
Casual Dining,Downtown,Summer,20715.93032013793,16738.667749112494,35055.236576821306,13968.143415589704,2676.9268889276104,3406.644820779446,3711.43527962237,4928.229460687543,77.0,182.0,49.65967144834996,111.0,46.46662994667186,3.6686886995687873,10.0,7.0994747273427,419446.2133873936,101201.2145116784,318244.99887571525,High Profit
Food Truck,Mall,Summer,7863.871450966102,25647.362234323373,30028.08292031365,1955.9344883391125,7662.176019960347,892.7099886161135,1321.830896255064,4096.47024088704,73.0,279.0,52.02465768088078,551.0,21.11948263591895,2.8239677411581083,25.0,6.897313583251041,854975.6991041091,79468.4382396608,775507.2608644483,High Profit
Casual Dining,Residential,Summer,49140.48879315292,9353.574882693996,9346.425378747066,15347.500158967197,847.2372403429265,3526.3627285395182,4015.661493574879,1494.6470407622198,61.0,176.0,57.18370080590566,646.0,6.728822445988705,2.512058218038087,5.0,19.02962956926725,1343966.2745751988,93071.89771678075,1250894.376858418,High Profit
Food Truck,Airport,Spring,69832.20090130981,13132.678238652701,29818.826005869327,13374.66836277895,9884.72489673403,1249.0552141522587,2247.329769305478,5471.976112305463,76.0,52.0,28.01206730612204,92.0,28.1234552038582,2.6332818482866727,8.0,9.744955398595973,162529.75307120383,145011.45950110804,17518.29357009579,Low Profit
Buffet,Downtown,Autumn,6918.3705967393635,31534.694972045643,26159.99742670915,8447.09215066037,9883.429742001597,451.03672132166014,4948.123795749921,523.5110287523354,68.0,152.0,21.222595350550833,152.0,13.985728948356314,4.733252952157628,14.0,2.6684596775762417,234506.06862830676,88866.25643398004,145639.81219432672,Medium Profit
Buffet,Downtown,Spring,19702.23055469719,57373.58120962294,31356.77925545942,11636.182234247908,2016.9998679595963,3707.9281172038573,3376.795635410783,5285.599598463756,58.0,30.0,94.34608709068158,105.0,14.324687441974813,4.2877023391077955,16.0,9.824459326362595,509794.51938643295,134456.09647306547,375338.4229133675,High Profit
Fast Food,Airport,Summer,39513.8794452815,35928.12149498183,35014.9289918592,15470.938702684114,4311.431105642707,4628.012311612895,3734.4782139756717,7122.254303491395,25.0,197.0,74.7278509905652,651.0,42.86438237754371,2.8978918896732626,5.0,14.823319348484707,2116744.1547227353,145724.0445695293,1971020.110153206,High Profit
Cafe,Residential,Autumn,54942.261263169,26284.314703717275,13836.05433347797,5610.8085860122,2437.2147249882587,3626.8610642886324,309.3476219795188,5366.680461865586,24.0,270.0,22.285893046090028,577.0,9.771870484588534,3.2499733397057406,2.0,11.997902015063728,371167.8279008507,112413.54275949842,258754.28514135227,High Profit
Cafe,Downtown,Winter,17842.189525241483,16833.918232550197,26483.554751966898,18830.65331638026,4376.144517392464,1573.9519189708706,3545.031013731124,11568.060835028722,72.0,229.0,62.03920684533091,170.0,46.926486025020765,4.073737385263976,4.0,16.915374013237013,448290.50593686075,101053.504111262,347237.00182559877,High Profit
Casual Dining,Highway,Spring,9252.11217279682,14166.374368267116,12455.25103967733,3186.4682964670224,5562.196735386206,803.9645724254377,2152.233978089771,4211.214598154896,33.0,123.0,119.54617348477149,541.0,35.83292541916051,3.058030654699383,22.0,8.140126920422205,1955764.4347558888,51789.8157612646,1903974.6189946241,High Profit
Fast Food,Mall,Summer,43928.65382951669,40529.20067459705,15158.827690992131,18093.34482821943,8315.953536355693,1185.662075687347,1683.3420978248876,1123.3809683222119,72.0,19.0,65.55777965429618,526.0,19.24941550844675,2.9142025834759275,13.0,17.806883260565694,1283926.619197124,130018.36570151543,1153908.2534956085,High Profit
Fine Dining,Mall,Summer,66403.22847929815,51354.54309303455,21784.49268170105,14946.730144361482,840.169329171092,5871.48881485863,3996.4603108978163,2987.2404071826554,50.0,203.0,109.90784668880197,154.0,6.63576304135872,3.559345470835377,6.0,13.791446515665477,998800.7710552909,168184.35326050542,830616.4177947855,High Profit
Fast Food,Residential,Autumn,7642.618198457847,25734.787807032324,18498.208885821477,13380.11307691928,9875.52787617521,323.8339879085145,1220.318769110444,12300.959441648793,47.0,232.0,101.08408585611548,635.0,22.934460308713884,4.96730725669048,28.0,11.44168991845896,1644301.9262165262,88976.36804307389,1555325.5581734523,High Profit
Casual Dining,Airport,Spring,31202.708776926942,34387.56564327712,24823.96289387261,2116.7059465442217,9435.34811871873,6933.8674327542485,990.9325467503318,9538.744692802475,41.0,211.0,17.712574305787413,449.0,49.3629465141734,3.336327521279996,28.0,15.258576703677289,425936.0388328454,119429.8360516467,306506.2027811987,High Profit
Casual Dining,Residential,Winter,54763.605709500145,43283.425391195226,30832.935874390787,18420.589847335927,5918.964339921056,6752.695296650869,1841.0541086987303,8659.268071728451,75.0,128.0,51.52869608616237,326.0,32.61346954857187,3.476283772171542,28.0,2.551290888706589,571661.7594467292,170472.53863942117,401189.22080730804,High Profit
Casual Dining,Suburb,Winter,14805.650457685026,6322.847778167821,24990.760934967995,6258.941835537695,5068.515598710185,7067.657112302664,3183.8133885790994,8078.06250301924,54.0,261.0,69.3678906222945,294.0,59.70256416375263,2.7535739968506037,13.0,5.835478211470717,684289.046299101,75776.24960896972,608512.7966901313,High Profit
Fast Food,Mall,Autumn,22696.00826695676,23001.131703862455,38852.41879463921,15039.438023087334,5731.125157943874,7054.21409746206,1360.8510309666779,11235.712434700627,63.0,149.0,79.66936473649919,674.0,39.517844134230145,3.7164349551561777,9.0,8.117710311577701,1690549.2387342278,124970.899509619,1565578.3392246088,High Profit
Fast Food,Mall,Autumn,45161.948283969956,44595.91471644021,30048.560346571638,17753.627547454285,675.1888010144203,5406.620270391404,2837.1226432110952,2944.356899168266,4.0,32.0,38.515837537965595,781.0,35.373515992494276,4.3963177657112755,23.0,12.652032770849699,1021733.2669399022,149423.33950822128,872309.927431681,High Profit
Fine Dining,Suburb,Winter,76492.37722731635,42023.2845115985,39430.44940555528,5263.528121339577,7507.985573925963,6809.96110141657,1985.7521211788865,3145.8707157344465,3.0,169.0,5.884698313227512,759.0,6.465579219891384,3.6535922621863235,20.0,4.015144845205044,249828.16947569404,182659.2087780655,67168.96069762853,Medium Profit
Fast Food,Mall,Autumn,26550.696368281704,6040.8202917172075,30250.747514055285,18334.71503221166,5216.141851114561,5896.5759713711295,2043.901680334316,1953.1502751820963,55.0,291.0,40.608317222826464,634.0,22.135605411293604,4.8467226909769945,14.0,19.78315798175259,878524.9316380739,96286.74898426795,782238.1826538059,High Profit
Casual Dining,Downtown,Autumn,41564.55659155328,16555.654407284084,21300.917145473344,12432.862147583543,3217.3792349430532,2540.9427700895912,1095.2799062132633,5089.786939391572,52.0,165.0,70.14940079574498,374.0,43.250345162867006,4.286881999042209,22.0,18.966981428609053,1164423.8841896665,103797.37914253173,1060626.5050471348,High Profit
Fast Food,Downtown,Spring,34994.81472983137,41757.56122336507,17618.218997560652,13351.119754801271,4884.663808858121,6089.992492400656,1678.3138171532205,4108.372252637452,47.0,29.0,45.31651720713273,597.0,39.4730999389533,3.701666281606019,19.0,9.289768743838062,1045940.514711537,124483.0570766078,921457.4576349292,High Profit
Fast Food,Suburb,Autumn,72304.750402256,18470.714414286558,29955.09482519024,18333.001285663668,3279.3941212295354,5001.49605534682,1441.844497165401,13727.53022075793,20.0,192.0,48.78560842205653,771.0,45.998969603423596,3.4566291905471003,5.0,18.018772045945035,1118118.4165680679,162513.82582189617,955604.5907461717,High Profit
Fast Food,Airport,Summer,10391.739802333672,49421.38675443109,28110.726840756928,10771.330978081689,7149.532338540807,414.4215176742434,1292.8520357808434,186.4358852488146,23.0,142.0,101.21880578123374,635.0,52.679325691026875,4.217988410784238,16.0,17.5706880982298,2715121.1853708774,107738.42615284809,2607382.759218029,High Profit
Cafe,Residential,Summer,47461.06935055732,4681.776974352083,27413.05874024177,9092.627373503761,6337.124935763854,6333.604623276142,495.8199239832616,7112.177398271097,20.0,274.0,52.946452047051984,576.0,51.475299987274596,2.635989667343309,9.0,8.01723556918582,979624.2294638124,108927.25931994931,870696.9701438631,High Profit
Casual Dining,Mall,Summer,68458.97743924579,13849.780669726368,29427.78608059539,12848.01946772202,4186.879691355561,6992.513535749266,2222.042338018772,10959.826472764145,22.0,42.0,116.35756914272434,428.0,6.612514826918101,4.869206899641451,26.0,11.327906503665087,2202334.217999042,148945.8256951773,2053388.3923038647,High Profit
Cafe,Mall,Autumn,79108.81827969437,19034.839862881818,35142.54030337393,11303.45858264085,3485.2984489170794,4236.286122251306,1298.9547551756652,13599.11245632637,28.0,261.0,23.863198258912767,438.0,17.768246665792155,4.014301214543135,20.0,1.7941411633512292,436353.0367989236,167209.30881126138,269143.72798766225,High Profit
Fast Food,Downtown,Winter,57404.41231413555,55741.520584175036,10654.89168654859,1698.7763927229018,8841.348121565237,3998.8085687733337,4808.992418876499,14490.644305145861,22.0,281.0,15.35808419416226,411.0,55.816799478132936,4.27039008073959,25.0,10.711000136217002,252831.03163383267,157639.394391943,95191.63724188966,Medium Profit
Fast Food,Residential,Summer,33495.16067498934,48390.18051312794,23465.99969799167,4019.5949151645596,6981.26711465894,3532.708568247862,3048.34957360161,1039.4664445667884,56.0,203.0,29.484408440271945,787.0,28.16693060172748,4.857880464610757,13.0,10.683549815936203,718744.2635103568,123972.72750234872,594771.536008008,High Profit
Fast Food,Mall,Spring,35886.82644004579,53396.269932171104,24925.445129837717,764.5463389987685,7299.927263111583,5806.911455613036,2363.883190712555,2926.2468839019543,30.0,240.0,15.118589948527653,759.0,34.8517605248044,4.41327397779427,22.0,16.852845037046862,398475.6057745188,133370.0566343925,265105.5491401263,High Profit
Fine Dining,Highway,Autumn,31376.166480707296,28107.311389105384,13128.559836591752,2609.1753702126516,6376.753123324476,1880.5385741374962,1756.146303360027,14985.3770533181,34.0,210.0,33.68272507903398,38.0,55.53650031829753,2.5629830526060466,14.0,2.4026480448248484,130322.73391879749,100220.02813075717,30102.705788040315,Low Profit
Cafe,Highway,Winter,50270.982485521505,49886.039202755936,39542.08536104716,14732.068365662892,1214.690227228929,6236.688526729979,2357.750605401547,4702.245571928589,76.0,19.0,67.53422250306022,344.0,25.463011024317225,3.557125549621367,3.0,12.477463022428555,570399.5488705357,168942.55034627652,401456.9985242592,High Profit
Fast Food,Suburb,Winter,60455.432803868825,51649.13359526467,31850.44082115635,591.8676552043125,1062.9936236428534,2480.2774146316083,1773.180199535811,833.7139824397772,11.0,164.0,34.76377018825062,441.0,55.791569133076116,2.8223203938193975,10.0,16.691206352957288,390367.7395345445,150697.04009574425,239670.69943880028,High Profit
Casual Dining,Mall,Autumn,66460.06726916981,25797.53896087498,14208.111895204656,6435.907534851454,4577.129424865992,2239.678304908651,4298.592534519424,14005.433670758059,22.0,216.0,99.08128891605136,264.0,21.295402350005567,3.3280337876326254,19.0,8.86062488064066,1036937.7065226146,138022.45959515305,898915.2469274616,High Profit
Fine Dining,Residential,Autumn,36244.48322623789,59684.3253214224,15620.50551538715,9261.767385382798,9339.749592029999,6511.599535621483,1353.6033782557633,6051.062102121326,18.0,63.0,46.25709216846262,26.0,24.219864434724478,4.833415190462665,24.0,11.621989443503873,144211.56008061452,144067.09605645883,144.46402415569173,Low Profit
Fine Dining,Downtown,Spring,58753.137669427946,51520.60186530455,29293.809655924815,18787.338857426435,5484.726749536431,1560.1304163037864,1471.8260130877927,4365.4005565217985,59.0,40.0,51.43977861507194,367.0,42.49707267641936,3.298565969336862,17.0,13.465801600032504,1160786.0042906532,171236.97178353355,989549.0325071196,High Profit
